id,entity_name,employee_count,description,source_name,source_url,collected_at,raw_json
11,Directed Edge,2,Product recommendations.,Y Combinator Directory,http://directededge.com,2026-09-11T13:35:46.684098+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://directededge.com""},""content"":{""entityName"":""Directed Edge"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Product recommendations.""}},""collectedAt"":""2026-09-11T13:35:46.684098+00:00""}"
12,Justspotted,2,Acquired by Google in 2011,Y Combinator Directory,http://justspotted.com,2026-09-11T13:35:46.684098+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://justspotted.com""},""content"":{""entityName"":""Justspotted"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA; Copenhagen, Denmark"",""description"":""Acquired by Google in 2011""}},""collectedAt"":""2026-09-11T13:35:46.684098+00:00""}"
13,Canopy,11,Canopy Labs automates customer analytics for small and medium-sized…,Y Combinator Directory,http://canopylabs.com,2026-09-11T13:35:46.684098+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://canopylabs.com""},""content"":{""entityName"":""Canopy"",""data"":{""employeeCount"":11,""foundingYear"":null,""location"":""New York City, NY, USA; New York, NY, USA"",""description"":""Canopy Labs automates customer analytics for small and medium-sized…""}},""collectedAt"":""2026-09-11T13:35:46.684098+00:00""}"
14,Semantics3,25,Data and AI platform for Ecommerce & Cross-Border Logistics,Y Combinator Directory,http://www.semantics3.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.semantics3.com""},""content"":{""entityName"":""Semantics3"",""data"":{""employeeCount"":25,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Data and AI platform for Ecommerce & Cross-Border Logistics""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
15,Casetext,50,We make the world's laws free and understandable. ,Y Combinator Directory,http://casetext.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://casetext.com""},""content"":{""entityName"":""Casetext"",""data"":{""employeeCount"":50,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""We make the world's laws free and understandable. ""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
16,Caremessage,45,Patient engagement for low-income populations,Y Combinator Directory,http://caremessage.org,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://caremessage.org""},""content"":{""entityName"":""Caremessage"",""data"":{""employeeCount"":45,""foundingYear"":null,""location"":""Austin, TX, USA; Remote"",""description"":""Patient engagement for low-income populations""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
17,Opencurriculum,,Helping K-12 teachers and school administrators build awesome…,Y Combinator Directory,https://opencurriculum.org,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://opencurriculum.org""},""content"":{""entityName"":""Opencurriculum"",""data"":{""employeeCount"":null,""foundingYear"":null,""location"":""Sacramento, CA, USA; Mountain View, CA, USA"",""description"":""Helping K-12 teachers and school administrators build awesome…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
18,Checkr,800,People infrastructure for the future of work,Y Combinator Directory,http://www.checkr.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.checkr.com""},""content"":{""entityName"":""Checkr"",""data"":{""employeeCount"":800,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""People infrastructure for the future of work""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
19,Salessift,2,Intelligent Lead Sourcing,Y Combinator Directory,https://salessift.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://salessift.com""},""content"":{""entityName"":""Salessift"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""London, England, United Kingdom"",""description"":""Intelligent Lead Sourcing""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
20,Weave,11,AI-assisted professional networking.,Y Combinator Directory,http://weave.in,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://weave.in""},""content"":{""entityName"":""Weave"",""data"":{""employeeCount"":11,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""AI-assisted professional networking.""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
21,Qventus,230,We automate operations for hospitals and health systems,Y Combinator Directory,http://qventus.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://qventus.com""},""content"":{""entityName"":""Qventus"",""data"":{""employeeCount"":230,""foundingYear"":null,""location"":""San Francisco, CA, USA; Remote"",""description"":""We automate operations for hospitals and health systems""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
22,20N,2,Using AI to predict biochemistry for manufacturing and therapeutics,Y Combinator Directory,http://20n.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://20n.com""},""content"":{""entityName"":""20N"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Using AI to predict biochemistry for manufacturing and therapeutics""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
23,Akido,1000,Rebuilding healthcare with AI at the core,Y Combinator Directory,http://akidolabs.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://akidolabs.com""},""content"":{""entityName"":""Akido"",""data"":{""employeeCount"":1000,""foundingYear"":null,""location"":""Los Angeles, CA, USA"",""description"":""Rebuilding healthcare with AI at the core""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
24,Zeitview,200,Inspection software for renewable energy & sustainable infrastructure,Y Combinator Directory,https://www.zeitview.com/,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.zeitview.com/""},""content"":{""entityName"":""Zeitview"",""data"":{""employeeCount"":200,""foundingYear"":null,""location"":""Los Angeles, CA, USA; Santa Monica, CA, USA; Remote"",""description"":""Inspection software for renewable energy & sustainable infrastructure""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
25,Yhat,17,End-to-end data science lifecycle management platform. ,Y Combinator Directory,https://www.yhat.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.yhat.com""},""content"":{""entityName"":""Yhat"",""data"":{""employeeCount"":17,""foundingYear"":null,""location"":""New York City, NY, USA; New York, NY, USA; Remote"",""description"":""End-to-end data science lifecycle management platform. ""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
26,Dabble,3,A synthetic photo studio for e-commerce,Y Combinator Directory,https://dabble.so,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://dabble.so""},""content"":{""entityName"":""Dabble"",""data"":{""employeeCount"":3,""foundingYear"":null,""location"":""Toronto, ON, Canada; Remote"",""description"":""A synthetic photo studio for e-commerce""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
27,Tara,13,"Meet Tara AI, your new engineering efficiency co-pilot.",Y Combinator Directory,http://www.tara.ai,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.tara.ai""},""content"":{""entityName"":""Tara"",""data"":{""employeeCount"":13,""foundingYear"":null,""location"":""San Francisco, CA, USA; San Jose, CA, USA; Remote"",""description"":""Meet Tara AI, your new engineering efficiency co-pilot.""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
28,Mashgin,150,Self-Checkout using Computer Vision.,Y Combinator Directory,http://mashgin.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://mashgin.com""},""content"":{""entityName"":""Mashgin"",""data"":{""employeeCount"":150,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Self-Checkout using Computer Vision.""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
29,Ross Intelligence,30,ROSS is an AI-powered legal research platform that can read and…,Y Combinator Directory,http://rossintelligence.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://rossintelligence.com""},""content"":{""entityName"":""Ross Intelligence"",""data"":{""employeeCount"":30,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""ROSS is an AI-powered legal research platform that can read and…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
30,Reduced Energy Microsystems,2,Building the lowest-power silicon for embedded deep learning and…,Y Combinator Directory,http://remicro.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://remicro.com""},""content"":{""entityName"":""Reduced Energy Microsystems"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Building the lowest-power silicon for embedded deep learning and…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
31,Isono Health,9,AI-powered platform for Accessible and Personalized Breast Health…,Y Combinator Directory,http://www.isonohealth.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.isonohealth.com""},""content"":{""entityName"":""Isono Health"",""data"":{""employeeCount"":9,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""AI-powered platform for Accessible and Personalized Breast Health…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
32,Algoriz,4,Algoriz is an AI based algorithmic trading platform that enables you…,Y Combinator Directory,http://www.algoriz.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.algoriz.com""},""content"":{""entityName"":""Algoriz"",""data"":{""employeeCount"":4,""foundingYear"":null,""location"":""New York City, NY, USA; New York, NY, USA"",""description"":""Algoriz is an AI based algorithmic trading platform that enables you…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
33,Pulpix,15,Binge-watching technology for video platforms. ,Y Combinator Directory,https://www.pulpix.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.pulpix.com""},""content"":{""entityName"":""Pulpix"",""data"":{""employeeCount"":15,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""Binge-watching technology for video platforms. ""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
34,Superside,850,AI-First Creative Partner for Enterprise Teams,Y Combinator Directory,http://www.superside.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.superside.com""},""content"":{""entityName"":""Superside"",""data"":{""employeeCount"":850,""foundingYear"":null,""location"":""Oslo, Oslo, Norway; Remote"",""description"":""AI-First Creative Partner for Enterprise Teams""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
35,Gecko Robotics,230,AI + Robotics for the Built World,Y Combinator Directory,https://www.geckorobotics.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.geckorobotics.com""},""content"":{""entityName"":""Gecko Robotics"",""data"":{""employeeCount"":230,""foundingYear"":null,""location"":""Pittsburgh, PA, USA; Austin, TX, USA"",""description"":""AI + Robotics for the Built World""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
36,Caper,15,Plug-and-play cashier-less retail powered by computer vision and AI,Y Combinator Directory,https://www.caper.ai/,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.caper.ai/""},""content"":{""entityName"":""Caper"",""data"":{""employeeCount"":15,""foundingYear"":null,""location"":""Unspecified"",""description"":""Plug-and-play cashier-less retail powered by computer vision and AI""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
37,Sendbird,300,"The AI agent that doesn’t just support, it delights.",Y Combinator Directory,https://sendbird.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://sendbird.com""},""content"":{""entityName"":""Sendbird"",""data"":{""employeeCount"":300,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""The AI agent that doesn’t just support, it delights.""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
38,Nova,11,"Nova puts the power of AI to work for you, enabling a more continuous…",Y Combinator Directory,http://www.nova.ai,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.nova.ai""},""content"":{""entityName"":""Nova"",""data"":{""employeeCount"":11,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Nova puts the power of AI to work for you, enabling a more continuous…""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
39,Farmstead,10,An AI-powered digital grocer that delivers in under 60 mins.,Y Combinator Directory,http://farmsteadapp.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://farmsteadapp.com""},""content"":{""entityName"":""Farmstead"",""data"":{""employeeCount"":10,""foundingYear"":null,""location"":""San Francisco, CA, USA; San Mateo, CA, USA"",""description"":""An AI-powered digital grocer that delivers in under 60 mins.""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
40,Sway Finance,2,Sway is bringing AI to the accounting industry,Y Combinator Directory,https://www.swayfinance.com,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.swayfinance.com""},""content"":{""entityName"":""Sway Finance"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Sway is bringing AI to the accounting industry""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
41,Onechronos,75,The Smart Market for Institutional Investors,Y Combinator Directory,https://www.onechronos.com/,2026-09-11T13:35:46.685544+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.onechronos.com/""},""content"":{""entityName"":""Onechronos"",""data"":{""employeeCount"":75,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""The Smart Market for Institutional Investors""}},""collectedAt"":""2026-09-11T13:35:46.685544+00:00""}"
42,Garten,201,Creating workplace wellbeing.,Y Combinator Directory,https://garten.co/,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://garten.co/""},""content"":{""entityName"":""Garten"",""data"":{""employeeCount"":201,""foundingYear"":null,""location"":""San Francisco, CA, USA; Burlingame, CA, USA"",""description"":""Creating workplace wellbeing.""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
43,Airo Health,2,Airo is an AI wearable to track mental health.,Y Combinator Directory,http://www.airohealth.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.airohealth.com""},""content"":{""entityName"":""Airo Health"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Airo is an AI wearable to track mental health.""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
44,Synvivia,4,Synvivia applies chemical control over cell behavior,Y Combinator Directory,https://www.synvivia.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.synvivia.com""},""content"":{""entityName"":""Synvivia"",""data"":{""employeeCount"":4,""foundingYear"":null,""location"":""San Francisco, CA, USA; Berkeley, CA, USA"",""description"":""Synvivia applies chemical control over cell behavior""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
45,Seerslab,39,We are providing AR technologies and contents to app developers,Y Combinator Directory,http://www.argear.io,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://www.argear.io""},""content"":{""entityName"":""Seerslab"",""data"":{""employeeCount"":39,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""We are providing AR technologies and contents to app developers""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
46,Miso,300,We make booking services as easy as buying products online.,Y Combinator Directory,http://miso.kr,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://miso.kr""},""content"":{""entityName"":""Miso"",""data"":{""employeeCount"":300,""foundingYear"":null,""location"":""Seoul, Seoul, South Korea"",""description"":""We make booking services as easy as buying products online.""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
47,Saleswhale,23,Saleswhale is an automated sales assistant that follows up with your…,Y Combinator Directory,https://www.saleswhale.com/,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.saleswhale.com/""},""content"":{""entityName"":""Saleswhale"",""data"":{""employeeCount"":23,""foundingYear"":null,""location"":""Singapore, Singapore"",""description"":""Saleswhale is an automated sales assistant that follows up with your…""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
48,Scale AI,500,Data-centric infrastructure to accelerate the development of AI ,Y Combinator Directory,http://scale.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://scale.com""},""content"":{""entityName"":""Scale AI"",""data"":{""employeeCount"":500,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Data-centric infrastructure to accelerate the development of AI ""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
49,People,300,Harnesses business activity to unlock growth.,Y Combinator Directory,https://people.ai,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://people.ai""},""content"":{""entityName"":""People"",""data"":{""employeeCount"":300,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Harnesses business activity to unlock growth.""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
50,Voiceops,10,We help B2C companies learn from every customer interaction,Y Combinator Directory,https://voiceops.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://voiceops.com""},""content"":{""entityName"":""Voiceops"",""data"":{""employeeCount"":10,""foundingYear"":null,""location"":""New York City, NY, USA"",""description"":""We help B2C companies learn from every customer interaction""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
51,Speak,40,"A superhuman, AI-powered language tutor in your pocket",Y Combinator Directory,http://speak.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://speak.com""},""content"":{""entityName"":""Speak"",""data"":{""employeeCount"":40,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""A superhuman, AI-powered language tutor in your pocket""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
52,Scribe,15,Scribe is an AI based Sales Development Representative that you can…,Y Combinator Directory,http://tryscribe.com/,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""http://tryscribe.com/""},""content"":{""entityName"":""Scribe"",""data"":{""employeeCount"":15,""foundingYear"":null,""location"":""Bengaluru, KA, India"",""description"":""Scribe is an AI based Sales Development Representative that you can…""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
53,Pit,2,Solving intelligence for investment management.,Y Combinator Directory,https://www.pit.ai,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.pit.ai""},""content"":{""entityName"":""Pit"",""data"":{""employeeCount"":2,""foundingYear"":null,""location"":""San Francisco, CA, USA"",""description"":""Solving intelligence for investment management.""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
54,Mdalgorithms,40,Democratizing Dermatology with AI ,Y Combinator Directory,https://www.mdalgorithms.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.mdalgorithms.com""},""content"":{""entityName"":""Mdalgorithms"",""data"":{""employeeCount"":40,""foundingYear"":null,""location"":""Tel Aviv-Yafo, Tel Aviv District, Israel; Remote"",""description"":""Democratizing Dermatology with AI ""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
55,Rankscience,16,Automated SEO for Startups,Y Combinator Directory,https://www.rankscience.com,2026-09-11T13:35:46.686543+00:00,"{""schemaVersion"":""1.0"",""recordType"":""STARTUP"",""source"":{""name"":""Y Combinator Directory"",""url"":""https://www.rankscience.com""},""content"":{""entityName"":""Rankscience"",""data"":{""employeeCount"":16,""foundingYear"":null,""location"":""New York City, NY, USA; New York, NY, USA; Remote"",""description"":""Automated SEO for Startups""}},""collectedAt"":""2026-09-11T13:35:46.686543+00:00""}"
